name,website,facebook,street,city,county,state,zip
The Farmers Market at East Tennessee State University,https://thefarmersmarketatetsu.wordpress.com/,https://www.facebook.com/FarmersMarketatETSU,807 University Parkway,Johnson City,Washington,Tennessee,37614
The Farmers Market at Fairfield Hills,,https://www.facebook.com/pages/The-Farmers-Market-at-Fairfield-Hills/151736074898970,Fairfield Hills Campus @ Wasserman way,Newtown,,Connecticut,
The Farmers Market at Four Seasons,http://fourseasons@animas.net,,26650 Road P,Dolores,,Colorado,81323
The Farmers Market at Hohenwald,,,Lewis County Courthouse Square,Hohenwald,Lewis,Tennessee,38462
The Farmers Market at Maryland,http://crs.umd.edu/Wellness/Farmers-Market?nomo=1,https://www.facebook.com/farmersmarket.umd,on Union Street in front of the Cole Student Activities Center,College Park,Prince George's,Maryland,20742
The Farmers Market at Oakcrest Cove - Wednesdays and Sundays,http://www.thesandwichbazaar.com,,34 Quaker Meeting House Rd,Sandwich,Barnstable,Massachusetts,2563
The Farmers Market at the Great Park,http://www.orange.cfbf.com/,,The Great Park,Irvine,Orange,California,92618
The Farmers Market at the Grove School,,https://www.facebook.com/pages/The-Farmers-Market-at-The-Grove-School/174657082577947,11126 Iowa Street,Redlands,,California,92373
The Farmers Market at the shoppes at La Posada,http://azstarnet.com/print/calendar/farmers-markets/article_7753bc40-ad8f-5334-baf4-d9144f93c1d6.html,,665 S. Park Centre Ave,Green Valley ,Pima,Arizona,
The Farmers Market at the West Townshend Country Store,http://westtownshend.wix.com/wrcp,https://www.facebook.com/pages/Townshend-Farmers-Market/128057560619490,6573 Route 30,West Townshend,Windham,Vermont,5359
The Farmers Market of Olympia,http://www.olympiafarmersmarket.com,https://www.facebook.com/pages/The-Farmers-Market/324288178381,700 Capital Way North,Olympia ,Thurston,Washington,98501
The Farmers' Market at Sea Colony,,,Route 1 and West Way,Bethany Beach,Sussex,Delaware,19930
The Feed Barn Farmers Market,,,9257 Cincinnati Dayton Rd.,West Chester,Butler,Ohio,45069
The Fresh Market Burlingame (2),,,Capuchino Avenue at Broadway,Burlingame,San Mateo County,California,
The Fresh Vegetable Market,,https://www.facebook.com/pages/The-Fresh-Vegetable-Market/135541366482017,810 FM 168,OLTON,Lamb,Texas,79064
The Ga Farmers Market at The Village at Harmony Crossing,http://www.vharmonycrossing.com/news/farmers-market-returns-harmony-crossing,,Harmony Crossing,Eatonton,Putnam,Georgia,31024
The Garden Barn Farmers Market,,,South Shady Street,Mountain City,Johnson,Tennessee,37683
The Garden Patch,http://www.lsuagcenter.com,,8592 Hwy 1,Mansura,Avoyelles,Louisiana,71350
The Gardeners Market,,,North side of Courthouse Square on 10th Street,Emmetsburg,Palo Alto,Iowa,50536
The Great Sidney Farmers Market,http://www.downtownsidney.com,,101 S. Ohio Avenue - Floor 2,Sidney,Shelby,Ohio,45365
The Green Market at Allegiance Health,http://www.localharvest.org/,,1201 East Michigan Avenue,Jackson,Jackson,Michigan,49201
The Green Market at Walhill Farm,http://www.walhillfarm.com,https://www.facebook.com/WalhillFarm,857 Six Pine Ranch Road,Batesville,,Indiana,47006
The Green Market on Market St.,http://www.nw-green.org,,Jameson Lot: Market St.,New Wilmington,Lawrence,Pennsylvania,16142
The Green Marketplace,http://www.thegreenmarketplace.naturewiseplants.com,https://www.facebook.com/pages/The-Green-Marketplace/229213959453,3910 N Cocoa Blvd (US 1),Cocoa,Brevard,Florida,32926
THE GREENE STREET MARKET AT NATIVITY,http://www.greenestreetmarket.com,https://www.facebook.com/pages/The-Greene-Street-Market-at-Nativity/199822090052758,208 EUSTIS AVE. & GREENE STREET,HUNTSVILLE,Madison,Alabama,35801
The Greensboro Farmers Market,http://www.thegreensborofarmersmarket.com,,Intersection of HWY 14 & 61,Greensboro,Hale,Alabama,36744
The Grenada Farmers' Market,http://grenadacf.org/grenadas-farmer-market/,https://www.facebook.com/TheGrenadaFarmersMarket,59 Green Street,Grenada ,Grenada,Mississippi,38901
The GROVE Farmer's Market,,,"1879 Glenwood Ave, SE",Atlanta,DeKalb,Georgia,30016
The Grove South Reno Farmers Market,http://www.mckenzie-properties.com,,95 Foothill Road,Reno,Washoe,Nevada,
The Harvard Farmers' Market,http://www.harvardfarmersmarket.org,,27 Mass Ave @ Hildreth Elementary School,Harvard,Worcester,Massachusetts,1451
The Headquarters Certified Farmers' Market,http://www.sdmarketmanager.com,https://www.facebook.com/TheHeadquartersFarmersMarket,789 West Harbor Drive,San Diego ,San Diego,California,92101
The Heights Community Farmers' Market,http://www.bronxworks.org,https://www.facebook.com/heightscommunityfarmersmarket,University Avenue & West 181st Street,Bronx,Bronx,New York,10453
The Heights Farmers and Artisans Market,http://theheightsfarmersmarket.homestead.com/about.html,https://www.facebook.com/huberheightsfarmersmarket,6178 Chambersburg Road ,Huber Heights,,Ohio,45424
The Herb Chalet,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=458,,409 Amelia Avenue,Lexington,Lafayette,Missouri,64067
The Heritage Harvest Certified Farmers Market,http://www.heritagefarmersmarket.blogspot.com,,12505 N Main St   91739,Rancho Cucamonga,San Bernardino,California,91739
The Highland Farmers Market,,,94 North Main Street,Highland,Erie,New York,14080
The Historic Langdale Mill Farmers Market,,,6000 20th Avenue (Hwy 29),Valley,Chambers,Alabama,36854
The Historic McKinney Farmers Market at Adriatica,http://www.mckinneyfarmersmarket.com,https://www.facebook.com/pages/McKinney-Farmers-Market/105274276195799,6851 Virginia Pkway,McKinney,Collin,Texas,75070
The Historic Roanoke City Market,http://www.downtownroanoke.org/city-market,,213 Market Street,Roanoke,Roanoke,Virginia,24011
The Iowa City Sycamore Market,http://www.icgov.org/farmersmarket,https://www.facebook.com/FICFM,1600 Sycamore St,Iowa City,Johnson,Iowa,52240
The Jacksonville Landing Farmers Market,http://www.globalgreenup.com,,2 West Independent Drive,Jacksonville,Duval,Florida,32259
The La Porte Farmers Market,http://www.cityoflaporte.com,https://www.facebook.com/groups/126258084058411/,"Lincolnway and Monroe Street, Downtown LaPorte",LaPorte,LaPorte,Indiana,46350
The Land of Goshen Community Market,http://www.goshenmarket.org,,"Downtown Edwardsville, on St. Louis Street",Edwardsville,Madison,Illinois,62025
The Lexington Farmers' Market,http://www.lexingtonfarmersmarket.com,,398 Southland Drive,Lexington,Fayette,Kentucky,40503
The Lexington Farmers' Market,http://www.lexingtonfarmersmarket.com,https://www.facebook.com/pages/Lexington-Farmers-Market/90164862749?fref=ts,201 W Main St. ,"Lexington, KY ",Fayette,Kentucky,40507
The Lexington Farmers' Market - Winter,http://www.lexingtonfarmersmarket.com,https://www.facebook.com/LexFarmMkt,398 South Broadway,Lexington,Fayette,Kentucky,40508
The Little Barn Bulk Foods Market,,https://www.facebook/thelittlebarnbulkfoods.com,17937 State Route 3,Watertown,Jefferson,New York,13601
The Local Farmers Market of Cairo,,,203 W Hwy 2,Cairo,Hall,Nebraska,68824
The Loris Farrmers Market,,,"Main street, adjacent to railroad tracks",Loris,Horry,South Carolina,29569
The Main Event and Farmers' Market,http://www.puebloharp.com/#/,,Historic Arkansas Riverwalk,Pueblo,Pueblo,Colorado,
The Mall at Greece Ridge Farmers Market,http://www.greeceridgecenter.com,,"Ridge Road West & Long Pond Rd, Sears Lot",Greece,Monroe,New York,
The Mall at Shelter Cove,,,THighway 278 & 24 Shelter Cove Land,Hilton Head,Beaufort,South Carolina,29928
The Manchester Farmers Market,http://www.ManchesterFarmers.org,https://www.facebook.com/ManchesterFarmersMarket,"Adams' Park, RT. 7A",Manchester Center,Bennington,Vermont,5255
The Market @ Artisans Cove ,,https://www.facebook.com/TheMarketAtArtisansCove,220 Old Highway 431S,Huntsville,,Alabama,35763
The Market @ Saint Monica's,http://www.st-monicas.org,,699 South Highway 95-A,Cantonment,Escambia,Florida,32533
The Market at 6000 Goodlette,http://www.nnumc.org/ministries/atmarket/farmersmarket.htm,,6000 Goodlette Road,Naples,Collier,Florida,
The Market at Ag Heritage Park,http://www.ag.auburn.edu/themarket/,,"Lem Morrison and Donahue drives,",Auburn,,Alabama,36849
The Market at Austin Landing,http://www.austinlanding.com,https://www.facebook.com/pages/The-Market-at-Austin-Landing/1490569211192586,10400 Innovation Dr.,Miamisburg,Montgomery,Ohio,45342
The Market at Bissel Gardens,,,E. 241st St. & Baychester Ave.,Bronx,Bronx,New York,10466
The Market at Gulf Place,,https://www.facebook.com/marketatgulfplace,Town Center Loop at HWY 30A & 393,Santa Rosa Beach,Walton,Florida,32459
The Market at Inman Farms,http://www.inmanfarmsyorksc.webs.com,https://www.facebook.com/InmanFarmMarket,1101 Black Hwy (SC Rt #5),York ,York,South Carolina,29745
The Market at McAllen,http://www.rgvfarmersmarket.com,,,McAllen,Hidalgo,Texas,
The Market at Rutland Farms,http://www.rutlandfarms.com,,5641 Union Rd.,Tifton,Tift,Georgia,31794
The Market at Sundance Mountain Lodge,http://www.monumentfarmersmarket.com,,1865 Woodmoor Dr.,Monument,El Paso,Colorado,
The Market Downtown Tulare,http://www.tularedowntown.com/Pages/FarmersMarket/Farmers%20Market.html,,K Street,Visalia,,California,93292
The Market in the Loop,http://www.themarketintheloop.com,,6655 Delmar,University City,St. Louis,Missouri,63130
The Market on Main,http://www.marketonmainky.com,https://www.facebook.com/MarketOnMainKY,50 Public Square,Somerset,Pulaski,Kentucky,42501
The Market on Strongs,http://www.themarketonstrongs.com,https://www.facebook.com/pages/The-Market-on-Strongs/246306578736424,1332 Strongs Avenue,Stevens Point,Portage,Wisconsin,54481
The Market Place,http://www.hilofarmersmarket.com,,Across from the Hilo Farmers Market,Hilo,Hawaii,Hawaii,96720
The Market Square Farmers' Market,http://www.marketsquarefarmersmarket.org,https://www.facebook.com/pages/Market-Square-Farmers-Market/164530836924301,,Knoxville,Knox,Tennessee,39702
THE MARKETPLACE ,,https://www.facebook.com/pages/Pulaski-County-Chamber-of-Commerce/102867005722,20 South Washington Avenue,Pulaski ,Pulaski,Virginia,24301
The Marketplace in Woodrige,,,"3001 Bladensburg Road, NE",Washington,District of Columbia,District of Columbia,
"The MarketPlace Somerset, MA",,,202 Slades Ferry Ave,Somerset,Bristol,Massachusetts,2726
The Mason City Market ,http://www.localharvest.org/the-mason-city-market-M52990,,9 N. Federal Avenue (Central Park),Mason City,,Iowa,50401
The Maui's Fresh Produce Farmers' Market,,,Queen Kaahumanu Shopping Center (center stage area),Kahului,Maui,Hawaii,
The Mid-Week Farmers Market,,,"Parking Lot B, Downtown",Ashland,Ashland,Ohio,44805
The Minturn Market,http://www.minturnmarket.org,,Historic Downtown Minturn,Minturn,Eagle,Colorado,81645
The Mo' Better Food Market,,,7th St. & Mandela Parkway,Oakland,Alameda,California,94607
The Monroe Farmers’ Market,http://www.monroefarmersmarket.org,https://www.facebook.com/ctfarmersmarket,Fan Hill Road & Rte. 111,Monroe,Fairfield,Connecticut,6468
The Montalvo House Community Market,http://www.themontalvohouse.org,https://www.facebook.com/pages/The-Montalvo-House-Community-Market/553498678068211,103 E. Thomas Street,Brackettville ,Kinney,Texas,78832
The Morris Marketplace ,http://www.themorrismarket.org/themorrismarketplace.org/home.html,,21 Higbie Rd,Morris,,Connecticut,6763
The New Dana Point CFM,,https://www.facebook.com/danapointcertifiedfarmersmarket,Dana Pt. Pacific Coast Hwy & Golden Lantern St.,Dana Point,Orange,California,92629
The New York Botanical Garden Farmers Market,http://www.cenyc.org,,Mosholu Pkwy. Gate at Kazimiroff Blvd.(in garden),New York City,Bronx,New York,
The Newburyport Farmers' Market,http://www.thenewburyportfarmersmarket.org,https://www.facebook.com/pages/The-Newburyport-Farmers-Market/169544154305,50 Water st,Newburyport,Essex,Massachusetts,1950
The North East Farmers Market,http://www.lastwordsmith.com,,Gibson Park,North East,Erie,Pennsylvania,16128
The Northeast Bronx Community  Farmers Market,,,Haffen Park Hammersley & Wickham Avenues,New York,Bronx,New York,10469
The Northwood Area Farmers Market,http://www.northwoodfarmersmarket.blogspot.com/,https://www.facebook.com/pages/Northwood-Farmers-Market/160824287285,,Northwood,Rockingham,New Hampshire,3261
The NW Regional Food Hub / ShopTheNorthwest.com,http://www.ShopTheNorthwest.com,,603 Goethals,Richland,Benton,Washington,99352
The Oakleaf Greenmarket,http://www.thegreenmarkets.com,,9700 Argyle Forest Blvd,Jacksonville,Duval,Florida,32244
The Ohio Street Farmers' Market,,https://www.facebook.com/pages/Ohio-Street-Farmers-Market/215527318485618,1192 Ohio Street,Bangor,Penobscot,Maine,4401
The Old Winery Farmers Market ,http://www.theoldwinerymarket.com/,https://www.facebook.com/oldwinerymarket,31505 Grand River at Orchard Lk Rd. ,Farmington,,Michigan,48336
The Olde Farmers Market / Springville,,,Mechanic Street,,Erie,New York,
The Olde Ghent Farmers Market,http://www.ghentfarmersmarket.com,,2149 Route 66,Ghent,Columbia,New York,12075
The Onancock Market,http://www.onancockmarket.com,https://www.facebook.com/OnancockMarket,Market Street and Ames Street,Onancock,Accomack,Virginia,23417
The Orange Farmers Market,,https://www.facebook.com/OrangeFarmersMarket, 135 East Main st,Orange,Franklin,Massachusetts,1364
The Orchards Farmers' Market,http://www.tricountyfarmersmarket.com,,I-25 & 144th Ave.,Westminister,Adams,Colorado,
The Original Bardstown Road Farmers Market,http://www.bardstownroadfarmersmarket.com/,https://www.facebook.com/pages/Bardstown-Road-Farmers-Market/103858952056,1722 Bardstown Road,Louisville,Jefferson,Kentucky,40205
The Original Delaware County Community Farmers Market,http://www.dccmc.com,https://www.facebook.com/TheOriginalDelawareCountyCommunityFarmersMarket,236 Pennsylvania Ave,Delaware,,Ohio,43015
The Original El Dorado Farmers Market,,,1000 South Main,El Dorado,,Kansas,67042
The Original Farmers Market,,,Parking lot of UAW Local 662 109 bypass,Anderson,Anderson,Indiana,46012
The Orlando Artisan Marketplace,,www.Facebook.com/OrlandoArtisanMarketplac,"3201 E Colonial Dr, ","Orlando, FL ",Orange,Florida,32803
The Osage Mercado,http://www.osagemercado.org,,1001 Osage Street,Denver,Denver,Colorado,80204
The Palmetto Bay Marketplace,http://www.themarketcompany.org,,S.W. 174th and 97th Avenue Palmetto Bay,Miami,Miami-Dade,Florida,33157
The Paradise Market,http://www.paradisemarket.org,,9000 South 100 West,Paradise,Cache,Utah,84328
The Pass Market,,https://www.facebook.com/thepassmarket,103 Fleitas Ave.,Pass Christian,Harrison,Mississippi,39571
The Petaluma East Side Farmers' Market,http://www.communityfarmersmarkets.com,https://www.facebook.com/petalumaeastsidefarmersmarket,320 N McDowell Blvd,Petaluma,Sonoma,California,94954
The Regency Greenmarket,http://www.thegreenmarkets.com,,860 Commerce Center Drive,Jacksonville,Duval,Florida,32225
The Rock Ranch Produce ,http://www.therockranch.com,,5020 Barnesville Hwy,The Rock,Upson,Georgia,30285
The Sands Farmers' Market,http://www.shirleysfarmersmarkets.com,//www.facebook.com/ShirleysFarmersMarketsNV,345 N. Arlington Avenue,Reno,Washoe,Nevada,89501
The Saturday Market at Paradise,http://www.ParadiseMarketPa.com,The Saturday Market at Paradise,3293 Lincoln Highway East,Paradise,Lancaster,Pennsylvania,17562
The Serbian Sun Market ,http://www.localharvest.org/the-serbian-sun-market-M59548,,1000 Colliers Way,Weirton,,West Virginia,26062
the Serenbe Farmers & Artists Market ,http://www.serenbefarms.com/food/market,,The corner of Serenbe Ln. and Serenbe Way,Chattahoochee Hills,,Georgia,
The South Kona Green Market,http://www.skgm.org,https://www.facebook.com/SouthKonaGreenMarket,82-6188 Mamalahoa Highway,Captain Cook,Hawaii,Hawaii,96704
The South of the James Market,http://growrva.com/,https://www.facebook.com/GrowRVA,New Kent Rd and West 42nd Street,Richmond,Richmond City,Virginia,23225
The Surfside Marketplace,http://www.themarketcompany.org,,95th and Collins Avenue,Miami,Miami-Dade,Florida,33154
"The Tanger Outlets at the Arches Farmers Market in Deer Park, NY",http://www.tangeroutlet.com/deerpark,,152 The Arches Circle,Deer Park,Suffolk,New York,11729
The Territory Farmers' Market,,www.facebook.com/TheTerritoryFarmersMarket,2000 Territory Drive,Galena,Jo Daviess,Illinois,61036
THE TIGARD AREA FARMERS MARKET,http://www.tigardfarmersmarket.com,,11831 SW PACIFIC HWY,TIGARD,Washington,Oregon,97223
The Trenton Farmers Market,http://www.thetrentonfarmersmarket.com,https://www.facebook.com/pages/Trenton-Farmers-Market/118287898259758,960 Spruce Street,Trenton,Mercer,New Jersey,8648
The Troy Growers Market ,http://www.localharvest.org/the-troy-growers-market-M49388,,282 River St,Troy,,New York,12189
The University Hospital Auxiliarys Farmers Market,,,150 Bergen St.,Newark,Essex,New Jersey,
The University of Scranton Farmer's Market ,http://www.scranton.edu/studentlife/studentaffairs/employee-wellness/index.shtml,,159 Cedar Ave.,Scranton,,Pennsylvania,18505
The Victory Market on South University ,http://www.coloradooutdoormarkets.com,,6400 S. University ,Centennial ,Arapahoe,Colorado,80121
The Villa Rica Farmers Market @ The Mill,,https://www.facebook.com/VillaRicaFarmersMarketAtTheMill,106 Temple Street,Villa Rica,Carroll,Georgia,30180
The Village Farmers Market,,,Cottageview Drive,Traverse City,Grand Traverse,Michigan,49684
The Village Farmers Market on California Street,http://www.shirleysfarmersmarkets.com,htwww.facebook.com/ShirleysFarmersMarketsNV,625 Booth Street,Reno ,Washoe,Nevada,89509
The Village Market,,,1482 Hwy 65 & 82 South,Lake Village,Chicot,Arkansas,71653
The Villages Farmers Markets,,,2726 Brownwood Blvd,The Villages,Sumter,Florida,32162
The Virginia Beach Farmers Market,http://www.vbgov.com/farmersmarket,VBFarmersMarket,3640 Dam Neck Road,Virginia Beach ,Virginia Beach,Virginia,23453
The Virginia Grown Farmers Market at the Olde Dominion Agriculture Complex,,,19783 US Hwy. 29 South,Chatham,Pittsylvania,Virginia,24531
